Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,5.43,5.43,0,0,0,0
aten::copy_,,,41.11,41.11,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.95,1.95,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.41,1.41,0,0,0,0
aten::to,,,3.21,318.11,0,0,0,0
aten::_to_copy,,,7.95,314.9,0,0,0,0
aten::empty_strided,,,120.61,126.32,0,0,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
aten::copy_,,,180.63,180.63,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.85,1.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.16,1.16,0,0,0,0
aten::to,,,3.49,70.73,0,0,0,0
aten::_to_copy,,,6.84,67.24,0,0,0,0
aten::empty_strided,,,10.74,17.66,0,0,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
aten::copy_,,,42.74,42.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.81,1.81,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.07,1.07,0,0,0,0
aten::to,,,2.57,145.46,0,0,0,0
aten::_to_copy,,,7.04,142.89,0,0,0,0
aten::empty_strided,,,10.08,16.14,0,0,0,0
empty_tensor,,,6.06,6.06,0,0,0,0
aten::copy_,,,119.71,119.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.71,1.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.44,1.44,0,0,0,0
aten::to,,,2.45,60.87,0,0,0,0
aten::_to_copy,,,6.02,58.42,0,0,0,0
aten::empty_strided,,,9.66,15.11,0,0,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::copy_,,,37.29,37.29,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.33,1.33,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.03,1.03,0,0,0,0
aten::to,,,2.33,67.19,0,0,0,0
aten::_to_copy,,,5.99,64.86,0,0,0,0
aten::empty_strided,,,9.59,15.57,0,0,0,0
empty_tensor,,,5.98,5.98,0,0,0,0
aten::copy_,,,43.3,43.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.51,1.51,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.15,1.15,0,0,0,0
aten::to,,,2.43,66.85,0,0,0,0
aten::_to_copy,,,6.44,64.42,0,0,0,0
aten::empty_strided,,,9.56,15.6,0,0,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
aten::copy_,,,42.38,42.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.67,1.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.2,1.2,0,0,0,0
aten::to,,,2.91,2875.62,0,0,0,0
aten::_to_copy,,,8.44,2872.71,0,0,0,0
aten::empty_strided,,,10.51,15.83,0,0,0,0
empty_tensor,,,5.32,5.32,0,0,0,0
aten::copy_,,,2848.44,2848.44,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.88,2.88,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.94,0.94,0,0,0,0
aten::to,,,2.75,83.76,0,0,0,0
aten::_to_copy,,,7.71,81.01,0,0,0,0
aten::empty_strided,,,11.65,18.88,0,0,0,0
empty_tensor,,,7.23,7.23,0,0,0,0
aten::copy_,,,54.42,54.42,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.55,1.55,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.23,1.23,0,0,0,0
aten::to,,,3.63,2106.99,0,0,0,0
aten::_to_copy,,,8.78,2103.36,0,0,0,0
aten::empty_strided,,,12.21,18.63,0,0,0,0
empty_tensor,,,6.42,6.42,0,0,0,0
aten::copy_,,,2075.95,2075.95,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.85,2.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::to,,,3.14,86.43,0,0,0,0
aten::_to_copy,,,7.83,83.29,0,0,0,0
aten::empty_strided,,,13.21,20.18,0,0,0,0
empty_tensor,,,6.97,6.97,0,0,0,0
aten::copy_,,,55.28,55.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.38,1.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.8,1.8,0,0,0,0
aten::to,,,2.39,73.83,0,0,0,0
aten::_to_copy,,,7.22,71.44,0,0,0,0
aten::empty_strided,,,10.54,16.67,0,0,0,0
empty_tensor,,,6.13,6.13,0,0,0,0
aten::copy_,,,47.55,47.55,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.93,0.93,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.06,1.06,0,0,0,0
aten::to,,,2.11,72.36,0,0,0,0
aten::_to_copy,,,6.69,70.25,0,0,0,0
aten::empty_strided,,,10.26,15.9,0,0,0,0
empty_tensor,,,5.64,5.64,0,0,0,0
aten::copy_,,,47.66,47.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.48,1.48,0,0,0,0
aten::to,,,2.51,176.37,0,0,0,0
aten::_to_copy,,,7.4,173.86,0,0,0,0
aten::empty_strided,,,10.91,16.6,0,0,0,0
empty_tensor,,,5.69,5.69,0,0,0,0
aten::copy_,,,149.86,149.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.94,1.94,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.95,0.95,0,0,0,0
aten::to,,,2.5,76.45,0,0,0,0
aten::_to_copy,,,7.06,73.95,0,0,0,0
aten::empty_strided,,,10.55,16.97,0,0,0,0
empty_tensor,,,6.42,6.42,0,0,0,0
aten::copy_,,,49.92,49.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.44,1.44,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.47,1.47,0,0,0,0
aten::to,,,2.39,102.26,0,0,0,0
aten::_to_copy,,,6.69,99.87,0,0,0,0
aten::empty_strided,,,10.33,16.02,0,0,0,0
empty_tensor,,,5.69,5.69,0,0,0,0
aten::copy_,,,77.16,77.16,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.14,1.14,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::to,,,2.43,68.32,0,0,0,0
aten::_to_copy,,,6.55,65.89,0,0,0,0
aten::empty_strided,,,10.4,16.06,0,0,0,0
empty_tensor,,,5.66,5.66,0,0,0,0
aten::copy_,,,43.28,43.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.39,1.39,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::to,,,3.34,268.36,0,0,0,0
aten::_to_copy,,,6.72,265.02,0,0,0,0
aten::empty_strided,,,10.78,16.47,0,0,0,0
empty_tensor,,,5.69,5.69,0,0,0,0
aten::copy_,,,241.83,241.83,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.65,1.65,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.19,1.19,0,0,0,0
aten::to,,,3.0,63.82,0,0,0,0
aten::_to_copy,,,6.28,60.82,0,0,0,0
aten::empty_strided,,,10.22,15.92,0,0,0,0
empty_tensor,,,5.7,5.7,0,0,0,0
aten::copy_,,,38.62,38.62,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.4,1.4,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::to,,,3.15,151.16,0,0,0,0
aten::_to_copy,,,7.19,148.01,0,0,0,0
aten::empty_strided,,,10.82,16.41,0,0,0,0
empty_tensor,,,5.59,5.59,0,0,0,0
aten::copy_,,,124.41,124.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,16.91,16.91,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.86,0.86,0,0,0,0
aten::to,,,3.05,368.91,0,0,0,0
aten::_to_copy,,,8.16,365.86,0,0,0,0
aten::empty_strided,,,277.47,309.82,0,0,0,0
empty_tensor,,,32.35,32.35,0,0,0,0
aten::copy_,,,47.88,47.88,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,24.7,24.7,0,0,0,0
aten::to,,,3.13,100.03,0,0,0,0
aten::_to_copy,,,10.6,96.9,0,0,0,0
aten::empty_strided,,,16.83,42.13,0,0,0,0
empty_tensor,,,25.3,25.3,0,0,0,0
aten::copy_,,,44.17,44.17,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.34,1.34,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,8.89,8.89,0,0,0,0
aten::to,,,3.68,104.77,0,0,0,0
aten::_to_copy,,,6.94,101.09,0,0,0,0
aten::empty_strided,,,24.47,50.48,0,0,0,0
empty_tensor,,,26.01,26.01,0,0,0,0
aten::copy_,,,43.67,43.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.11,1.11,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.85,0.85,0,0,0,0
aten::to,,,3.11,1405.99,0,0,0,0
aten::_to_copy,,,17.44,1402.88,0,0,0,0
aten::empty_strided,,,12.37,36.26,0,0,0,0
empty_tensor,,,23.89,23.89,0,0,0,0
aten::copy_,,,1349.18,1349.18,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,5.1,5.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,3.69,3.69,0,0,0,0
aten::to,,,3.16,94.48,0,0,0,0
aten::_to_copy,,,8.51,91.32,0,0,0,0
aten::empty_strided,,,12.7,24.71,0,0,0,0
empty_tensor,,,12.01,12.01,0,0,0,0
aten::copy_,,,58.1,58.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.36,1.36,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.83,0.83,0,0,0,0
aten::to,,,3.53,849.15,0,0,0,0
aten::_to_copy,,,7.72,845.62,0,0,0,0
aten::empty_strided,,,12.71,19.83,0,0,0,0
empty_tensor,,,7.12,7.12,0,0,0,0
aten::copy_,,,818.07,818.07,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.35,2.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.22,1.22,0,0,0,0
aten::to,,,3.6,83.89,0,0,0,0
aten::_to_copy,,,7.75,80.29,0,0,0,0
aten::empty_strided,,,11.96,18.69,0,0,0,0
empty_tensor,,,6.73,6.73,0,0,0,0
aten::copy_,,,53.85,53.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.09,2.09,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.33,1.33,0,0,0,0
aten::to,,,3.18,75.28,0,0,0,0
aten::_to_copy,,,7.45,72.1,0,0,0,0
aten::empty_strided,,,10.98,17.44,0,0,0,0
empty_tensor,,,6.46,6.46,0,0,0,0
aten::copy_,,,47.21,47.21,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.83,0.83,0,0,0,0
aten::to,,,2.61,73.75,0,0,0,0
aten::_to_copy,,,6.97,71.14,0,0,0,0
aten::empty_strided,,,9.94,16.56,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
aten::copy_,,,47.61,47.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.05,1.05,0,0,0,0
aten::to,,,2.69,177.17,0,0,0,0
aten::_to_copy,,,7.21,174.48,0,0,0,0
aten::empty_strided,,,10.24,16.89,0,0,0,0
empty_tensor,,,6.65,6.65,0,0,0,0
aten::copy_,,,150.38,150.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.47,1.47,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.48,1.48,0,0,0,0
aten::to,,,2.6,89.8,0,0,0,0
aten::_to_copy,,,6.98,87.2,0,0,0,0
aten::empty_strided,,,10.96,17.14,0,0,0,0
empty_tensor,,,6.18,6.18,0,0,0,0
aten::copy_,,,63.08,63.08,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.82,1.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.25,1.25,0,0,0,0
aten::to,,,3.04,1655.78,0,0,0,0
aten::_to_copy,,,9.17,1652.74,0,0,0,0
aten::empty_strided,,,70.61,76.14,0,0,0,0
empty_tensor,,,5.53,5.53,0,0,0,0
aten::copy_,,,1567.43,1567.43,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.66,2.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.0,1.0,0,0,0,0
aten::to,,,2.97,83.27,0,0,0,0
aten::_to_copy,,,7.4,80.3,0,0,0,0
aten::empty_strided,,,12.89,20.23,0,0,0,0
empty_tensor,,,7.34,7.34,0,0,0,0
aten::copy_,,,52.67,52.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.71,1.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.6,1.6,0,0,0,0
aten::to,,,2.95,356.97,0,0,0,0
aten::_to_copy,,,6.99,354.02,0,0,0,0
aten::empty_strided,,,12.66,18.66,0,0,0,0
empty_tensor,,,6.0,6.0,0,0,0,0
aten::copy_,,,328.37,328.37,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.85,1.85,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::to,,,3.09,79.09,0,0,0,0
aten::_to_copy,,,11.17,76.0,0,0,0,0
aten::empty_strided,,,10.96,17.58,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
aten::copy_,,,47.25,47.25,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.73,1.73,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.17,1.17,0,0,0,0
aten::to,,,2.77,361.82,0,0,0,0
aten::_to_copy,,,7.5,359.05,0,0,0,0
aten::empty_strided,,,10.99,16.67,0,0,0,0
empty_tensor,,,5.68,5.68,0,0,0,0
aten::copy_,,,334.88,334.88,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.76,1.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.24,1.24,0,0,0,0
aten::to,,,2.5,73.75,0,0,0,0
aten::_to_copy,,,7.27,71.25,0,0,0,0
aten::empty_strided,,,10.89,17.62,0,0,0,0
empty_tensor,,,6.73,6.73,0,0,0,0
aten::copy_,,,46.36,46.36,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.03,2.03,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.35,1.35,0,0,0,0
aten::to,,,2.54,69.49,0,0,0,0
aten::_to_copy,,,6.66,66.95,0,0,0,0
aten::empty_strided,,,9.76,15.58,0,0,0,0
empty_tensor,,,5.82,5.82,0,0,0,0
aten::copy_,,,44.71,44.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.78,1.78,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.06,1.06,0,0,0,0
aten::to,,,2.99,67.52,0,0,0,0
aten::_to_copy,,,6.31,64.53,0,0,0,0
aten::empty_strided,,,10.26,16.15,0,0,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
aten::copy_,,,42.07,42.07,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.76,1.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.2,1.2,0,0,0,0
aten::to,,,2.31,63.76,0,0,0,0
aten::_to_copy,,,6.34,61.45,0,0,0,0
aten::empty_strided,,,9.94,15.53,0,0,0,0
empty_tensor,,,5.59,5.59,0,0,0,0
aten::copy_,,,39.58,39.58,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.03,1.03,0,0,0,0
aten::to,,,2.32,62.77,0,0,0,0
aten::_to_copy,,,6.0,60.45,0,0,0,0
aten::empty_strided,,,9.62,15.47,0,0,0,0
empty_tensor,,,5.85,5.85,0,0,0,0
aten::copy_,,,38.98,38.98,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.62,1.62,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.76,0.76,0,0,0,0
aten::to,,,2.49,148.12,0,0,0,0
aten::_to_copy,,,6.44,145.63,0,0,0,0
aten::empty_strided,,,10.95,16.68,0,0,0,0
empty_tensor,,,5.73,5.73,0,0,0,0
aten::copy_,,,122.51,122.51,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.42,1.42,0,0,0,0
aten::to,,,2.82,105.43,0,0,0,0
aten::_to_copy,,,8.21,102.61,0,0,0,0
aten::empty_strided,,,10.88,16.53,0,0,0,0
empty_tensor,,,5.65,5.65,0,0,0,0
aten::copy_,,,77.87,77.87,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.3,2.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.48,1.48,0,0,0,0
aten::to,,,3.5,2893.58,0,0,0,0
aten::_to_copy,,,9.36,2890.08,0,0,0,0
aten::empty_strided,,,11.72,19.47,0,0,0,0
empty_tensor,,,7.75,7.75,0,0,0,0
aten::copy_,,,2861.25,2861.25,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.65,2.65,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.95,0.95,0,0,0,0
aten::to,,,3.31,85.92,0,0,0,0
aten::_to_copy,,,7.96,82.61,0,0,0,0
aten::empty_strided,,,11.85,19.08,0,0,0,0
empty_tensor,,,7.23,7.23,0,0,0,0
aten::copy_,,,55.57,55.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.77,1.77,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.12,1.12,0,0,0,0
aten::to,,,3.04,2276.28,0,0,0,0
aten::_to_copy,,,8.84,2273.24,0,0,0,0
aten::empty_strided,,,10.53,16.9,0,0,0,0
empty_tensor,,,6.37,6.37,0,0,0,0
aten::copy_,,,2247.5,2247.5,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.23,2.23,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.49,1.49,0,0,0,0
aten::to,,,2.83,79.31,0,0,0,0
aten::_to_copy,,,6.75,76.48,0,0,0,0
aten::empty_strided,,,11.99,19.18,0,0,0,0
empty_tensor,,,7.19,7.19,0,0,0,0
aten::copy_,,,50.55,50.55,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.53,2.53,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.27,1.27,0,0,0,0
aten::to,,,2.97,8346.98,0,0,0,0
aten::_to_copy,,,9.51,8344.01,0,0,0,0
aten::empty_strided,,,100.75,107.37,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
aten::copy_,,,8227.13,8227.13,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.37,2.37,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.63,1.63,0,0,0,0
aten::to,,,3.46,88.42,0,0,0,0
aten::_to_copy,,,9.11,84.96,0,0,0,0
aten::empty_strided,,,13.05,20.79,0,0,0,0
empty_tensor,,,7.74,7.74,0,0,0,0
aten::copy_,,,55.06,55.06,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.47,1.47,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.8,1.8,0,0,0,0
aten::to,,,2.69,73.21,0,0,0,0
aten::_to_copy,,,6.86,70.52,0,0,0,0
aten::empty_strided,,,10.05,16.32,0,0,0,0
empty_tensor,,,6.27,6.27,0,0,0,0
aten::copy_,,,47.34,47.34,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.13,2.13,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.98,0.98,0,0,0,0
aten::to,,,2.68,67.03,0,0,0,0
aten::_to_copy,,,6.39,64.35,0,0,0,0
aten::empty_strided,,,9.84,15.67,0,0,0,0
empty_tensor,,,5.83,5.83,0,0,0,0
aten::copy_,,,42.29,42.29,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.19,1.19,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.07,1.07,0,0,0,0
aten::to,,,2.88,71.43,0,0,0,0
aten::_to_copy,,,6.44,68.55,0,0,0,0
aten::empty_strided,,,10.3,15.69,0,0,0,0
empty_tensor,,,5.39,5.39,0,0,0,0
aten::copy_,,,46.42,46.42,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.57,1.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.91,0.91,0,0,0,0
aten::to,,,2.85,66.45,0,0,0,0
aten::_to_copy,,,6.5,63.6,0,0,0,0
aten::empty_strided,,,9.32,15.36,0,0,0,0
empty_tensor,,,6.04,6.04,0,0,0,0
aten::copy_,,,41.74,41.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.71,1.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.58,1.58,0,0,0,0
aten::to,,,2.47,172.85,0,0,0,0
aten::_to_copy,,,6.96,170.38,0,0,0,0
aten::empty_strided,,,11.51,17.27,0,0,0,0
empty_tensor,,,5.76,5.76,0,0,0,0
aten::copy_,,,146.15,146.15,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.42,1.42,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.61,1.61,0,0,0,0
aten::to,,,2.7,63.75,0,0,0,0
aten::_to_copy,,,6.24,61.05,0,0,0,0
aten::empty_strided,,,10.08,15.53,0,0,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::copy_,,,39.28,39.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.92,1.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.42,1.42,0,0,0,0
aten::to,,,2.76,450.52,0,0,0,0
aten::_to_copy,,,7.83,447.76,0,0,0,0
aten::empty_strided,,,135.57,141.54,0,0,0,0
empty_tensor,,,5.97,5.97,0,0,0,0
aten::copy_,,,298.39,298.39,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.9,1.9,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.48,1.48,0,0,0,0
aten::to,,,2.65,74.41,0,0,0,0
aten::_to_copy,,,7.1,71.76,0,0,0,0
aten::empty_strided,,,11.13,17.27,0,0,0,0
empty_tensor,,,6.14,6.14,0,0,0,0
aten::copy_,,,47.39,47.39,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.97,1.97,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.15,1.15,0,0,0,0
aten::to,,,2.89,4091.2,0,0,0,0
aten::_to_copy,,,9.54,4088.31,0,0,0,0
aten::empty_strided,,,9.09,14.42,0,0,0,0
empty_tensor,,,5.33,5.33,0,0,0,0
aten::copy_,,,4064.35,4064.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.97,2.97,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::to,,,4.1,189.16,0,0,0,0
aten::_to_copy,,,9.34,185.06,0,0,0,0
aten::empty_strided,,,13.41,21.92,0,0,0,0
empty_tensor,,,8.51,8.51,0,0,0,0
aten::copy_,,,153.8,153.8,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::to,,,3.06,4410.02,0,0,0,0
aten::_to_copy,,,9.17,4406.96,0,0,0,0
aten::empty_strided,,,13.32,20.48,0,0,0,0
empty_tensor,,,7.16,7.16,0,0,0,0
aten::copy_,,,4377.31,4377.31,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.5,2.5,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.75,1.75,0,0,0,0
aten::to,,,3.04,86.77,0,0,0,0
aten::_to_copy,,,8.3,83.73,0,0,0,0
aten::empty_strided,,,12.43,19.97,0,0,0,0
empty_tensor,,,7.54,7.54,0,0,0,0
aten::copy_,,,55.46,55.46,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.95,1.95,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.14,1.14,0,0,0,0
aten::to,,,2.46,74.4,0,0,0,0
aten::_to_copy,,,6.4,71.94,0,0,0,0
aten::empty_strided,,,10.85,17.37,0,0,0,0
empty_tensor,,,6.52,6.52,0,0,0,0
aten::copy_,,,48.17,48.17,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.32,1.32,0,0,0,0
aten::to,,,2.55,70.62,0,0,0,0
aten::_to_copy,,,6.45,68.07,0,0,0,0
aten::empty_strided,,,10.64,16.35,0,0,0,0
empty_tensor,,,5.71,5.71,0,0,0,0
aten::copy_,,,45.27,45.27,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.45,1.45,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.39,1.39,0,0,0,0
aten::to,,,2.33,71.51,0,0,0,0
aten::_to_copy,,,7.25,69.18,0,0,0,0
aten::empty_strided,,,10.51,16.85,0,0,0,0
empty_tensor,,,6.34,6.34,0,0,0,0
aten::copy_,,,45.08,45.08,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.42,1.42,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.99,0.99,0,0,0,0
aten::to,,,2.29,72.18,0,0,0,0
aten::_to_copy,,,6.34,69.89,0,0,0,0
aten::empty_strided,,,10.09,15.86,0,0,0,0
empty_tensor,,,5.77,5.77,0,0,0,0
aten::copy_,,,47.69,47.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.82,1.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::to,,,3.16,201.44,0,0,0,0
aten::_to_copy,,,7.05,198.28,0,0,0,0
aten::empty_strided,,,10.99,16.8,0,0,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
aten::copy_,,,174.43,174.43,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,19.01,19.01,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.39,4.39,0,0,0,0
aten::to,,,2.89,98.97,0,0,0,0
aten::_to_copy,,,7.38,96.08,0,0,0,0
aten::empty_strided,,,19.16,42.0,0,0,0,0
empty_tensor,,,22.84,22.84,0,0,0,0
aten::copy_,,,46.7,46.7,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.96,1.96,0,0,0,0
aten::to,,,2.69,719.08,0,0,0,0
aten::_to_copy,,,17.42,716.39,0,0,0,0
aten::empty_strided,,,12.54,38.99,0,0,0,0
empty_tensor,,,26.45,26.45,0,0,0,0
aten::copy_,,,659.98,659.98,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.1,2.1,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.09,4.09,0,0,0,0
aten::to,,,3.56,85.07,0,0,0,0
aten::_to_copy,,,7.18,81.51,0,0,0,0
aten::empty_strided,,,10.96,24.65,0,0,0,0
empty_tensor,,,13.69,13.69,0,0,0,0
aten::copy_,,,49.68,49.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.76,1.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.74,0.74,0,0,0,0
aten::to,,,2.94,2067.78,0,0,0,0
aten::_to_copy,,,9.11,2064.84,0,0,0,0
aten::empty_strided,,,11.66,18.13,0,0,0,0
